Taxon	S27499.01	S27499.02	S27499.03	S27499.04	S27499.05	S27499.06	S27499.07	S27499.08	S27499.09	S27499.10	S27499.11	S27499.12	S27499.13	S27499.14	S27499.15	S27499.16	S27499.17	S27499.18	S27499.19	S27499.20	S27499.21	S27499.22	S27499.23	S27499.24	S27499.25	S27499.26	S27499.27	S27499.28	S27499.29	S27499.30	S27499.31	S27499.32	S27499.33	S27499.34	S27499.35	S27499.36	S27499.37	S27499.38	S27499.39	S27499.40	S27499.41	S28297.01	S28297.02	S28297.03	S28297.04	S28297.05	S28297.06	S28297.07	S28297.08	S28297.09	S28297.10	S28297.11	S29419.01	S29419.02	S29419.03	S29419.04	S29419.05	S29419.06	S29419.07	S29419.08	S29419.09	S29419.10	S29419.11	S30119.01	S30119.02	S30119.03	S30119.04	S30119.05	S30119.06	S30119.07
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae_1;g__unassigned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae_2;g__Desulfotomaculum	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2.0	4.0	0.0	0.0	32.0	1.0	0.0	0.0	0.0	34.0	9.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	9.0	31.0	0.0	4.0	0.0	0.0	6.0	1.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	22.0	30.0	46.0	1.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae_2;g__Pelotomaculum	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium_XI	59.0	78.0	61.0	6.0	23.0	3.0	137.0	19.0	94.0	221.0	31.0	0.0	36.0	0.0	26.0	61.0	937.0	12.0	50.0	4.0	25.0	15.0	0.0	214.0	5.0	76.0	9.0	113.0	48.0	25.0	337.0	2.0	21.0	17.0	7.0	0.0	47.0	4.0	13.0	100.0	7.0	56.0	3.0	2.0	67.0	146.0	46.0	54.0	302.0	7.0	149.0	262.0	359.0	451.0	2.0	233.0	23.0	588.0	99.0	13.0	0.0	92.0	72.0	3.0	60.0	136.0	0.0	181.0	1.0	10.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	13.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__unassigned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Acetanaerobacterium	37.0	79.0	6.0	20.0	1.0	26.0	0.0	71.0	2.0	7.0	47.0	224.0	29.0	2.0	146.0	28.0	51.0	47.0	7.0	78.0	33.0	40.0	0.0	85.0	155.0	35.0	19.0	0.0	0.0	0.0	4.0	1.0	1.0	0.0	5.0	1.0	3.0	144.0	17.0	49.0	0.0	18.0	7.0	1.0	0.0	161.0	0.0	0.0	3.0	0.0	0.0	143.0	209.0	112.0	20.0	53.0	14.0	175.0	19.0	71.0	1.0	2.0	24.0	102.0	33.0	0.0	24.0	45.0	5.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Acetivibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	12.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	2.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerofilum	1.0	1.0	0.0	84.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	21.0	3.0	4.0	0.0	0.0	12.0	2.0	102.0	0.0	2.0	160.0	12.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	1.0	0.0	0.0	18.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	198.0	2.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus	44.0	4.0	0.0	15.0	17.0	5.0	19.0	1.0	6.0	1.0	2.0	29.0	7.0	1.0	28.0	17.0	17.0	12.0	0.0	20.0	13.0	7.0	2.0	4.0	12.0	5.0	8.0	0.0	0.0	1.0	12.0	11.0	2.0	4.0	12.0	1.0	8.0	21.0	3.0	17.0	1.0	17.0	15.0	6.0	0.0	9.0	0.0	0.0	2.0	0.0	0.0	12.0	13.0	44.0	18.0	22.0	17.0	8.0	4.0	0.0	0.0	1.0	17.0	6.0	2.0	1.0	21.0	12.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Butyricicoccus	18.0	49.0	10.0	9.0	29.0	7.0	12.0	7.0	13.0	14.0	5.0	13.0	13.0	17.0	12.0	21.0	28.0	21.0	26.0	16.0	10.0	30.0	10.0	3.0	6.0	11.0	7.0	22.0	0.0	47.0	11.0	9.0	9.0	52.0	3.0	4.0	49.0	24.0	30.0	1.0	5.0	3.0	1.0	11.0	4.0	5.0	64.0	11.0	47.0	46.0	26.0	12.0	0.0	30.0	23.0	17.0	5.0	1.0	9.0	0.0	10.0	64.0	26.0	75.0	7.0	20.0	6.0	5.0	16.0	27.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium_III	294.0	7.0	0.0	224.0	3.0	0.0	0.0	1.0	2.0	0.0	0.0	5.0	342.0	28.0	144.0	27.0	282.0	4.0	0.0	29.0	23.0	137.0	0.0	132.0	279.0	41.0	5.0	1.0	0.0	2.0	7.0	6.0	0.0	0.0	5.0	0.0	351.0	35.0	314.0	7.0	0.0	11.0	7.0	352.0	0.0	6.0	0.0	0.0	42.0	0.0	1.0	463.0	71.0	40.0	117.0	275.0	1.0	17.0	367.0	1.0	0.0	0.0	64.0	3.0	0.0	4.0	195.0	1.0	0.0	15.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium_IV	52.0	67.0	23.0	63.0	53.0	29.0	13.0	35.0	9.0	25.0	18.0	65.0	168.0	43.0	95.0	36.0	54.0	25.0	334.0	94.0	56.0	193.0	8.0	28.0	249.0	63.0	27.0	288.0	3.0	13.0	21.0	40.0	20.0	42.0	53.0	14.0	58.0	83.0	38.0	48.0	16.0	29.0	67.0	17.0	26.0	48.0	10.0	93.0	15.0	36.0	13.0	62.0	186.0	59.0	52.0	128.0	45.0	22.0	54.0	6.0	22.0	0.0	56.0	40.0	411.0	16.0	24.0	87.0	38.0	12.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ethanoligenens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	9.0	0.0	0.0	8.0	0.0	4.0	4.0	12.0	0.0	0.0	1.0	0.0	0.0	0.0	13.0	1.0	0.0	0.0	85.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	308.0	896.0	1700.0	472.0	107.0	698.0	191.0	523.0	530.0	890.0	81.0	251.0	861.0	2071.0	287.0	806.0	350.0	61.0	2.0	573.0	508.0	108.0	32.0	136.0	29.0	119.0	11.0	1.0	4.0	23.0	1036.0	35.0	788.0	15.0	2.0	14.0	228.0	4.0	127.0	4.0	24.0	228.0	128.0	149.0	0.0	866.0	1680.0	0.0	749.0	103.0	248.0	27.0	6.0	319.0	892.0	483.0	40.0	134.0	808.0	844.0	60.0	741.0	45.0	564.0	2.0	589.0	379.0	434.0	0.0	1.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Flavonifractor	54.0	73.0	30.0	33.0	94.0	25.0	140.0	11.0	14.0	57.0	41.0	121.0	79.0	3.0	50.0	18.0	49.0	104.0	41.0	72.0	87.0	81.0	135.0	9.0	172.0	110.0	63.0	10.0	3.0	69.0	11.0	113.0	32.0	254.0	76.0	35.0	35.0	83.0	30.0	36.0	28.0	14.0	12.0	20.0	24.0	7.0	68.0	5.0	18.0	33.0	14.0	79.0	59.0	49.0	39.0	54.0	50.0	15.0	10.0	184.0	80.0	79.0	88.0	39.0	64.0	53.0	34.0	73.0	32.0	15.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Hydrogenoanaerobacterium	3.0	0.0	0.0	1.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	2.0	1.0	0.0	13.0	2.0	4.0	1.0	0.0	5.0	10.0	13.0	0.0	3.0	5.0	6.0	8.0	0.0	0.0	0.0	2.0	45.0	0.0	0.0	4.0	0.0	4.0	18.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	12.0	25.0	11.0	4.0	3.0	1.0	1.0	2.0	0.0	0.0	0.0	30.0	1.0	0.0	1.0	7.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Incertae_sedis	112.0	16.0	2.0	47.0	44.0	29.0	0.0	11.0	16.0	46.0	44.0	136.0	40.0	28.0	150.0	41.0	112.0	55.0	44.0	141.0	381.0	296.0	5.0	78.0	446.0	313.0	74.0	0.0	1.0	45.0	29.0	129.0	18.0	5.0	281.0	36.0	98.0	125.0	33.0	311.0	9.0	59.0	62.0	31.0	0.0	165.0	0.0	1.0	109.0	19.0	9.0	489.0	254.0	177.0	30.0	256.0	29.0	19.0	35.0	7.0	0.0	26.0	185.0	109.0	30.0	25.0	121.0	92.0	7.0	3.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillibacter	83.0	339.0	32.0	41.0	92.0	54.0	0.0	8.0	101.0	43.0	395.0	282.0	531.0	356.0	253.0	152.0	246.0	329.0	53.0	133.0	128.0	97.0	77.0	248.0	145.0	200.0	119.0	14.0	0.0	21.0	297.0	108.0	0.0	2.0	668.0	16.0	126.0	114.0	27.0	104.0	20.0	227.0	477.0	59.0	0.0	691.0	8.0	31.0	99.0	23.0	38.0	111.0	91.0	349.0	95.0	137.0	49.0	54.0	501.0	27.0	19.0	52.0	108.0	57.0	77.0	50.0	126.0	60.0	12.0	4.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Papillibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Pseudoflavonifractor	9.0	1.0	0.0	22.0	1.0	0.0	0.0	4.0	0.0	4.0	2.0	10.0	0.0	1.0	23.0	2.0	3.0	59.0	9.0	8.0	13.0	66.0	0.0	1.0	86.0	10.0	0.0	0.0	0.0	14.0	4.0	6.0	1.0	0.0	17.0	0.0	4.0	49.0	0.0	5.0	1.0	1.0	2.0	0.0	0.0	13.0	12.0	0.0	0.0	0.0	1.0	24.0	3.0	12.0	3.0	0.0	1.0	0.0	3.0	41.0	0.0	0.0	35.0	0.0	0.0	0.0	25.0	0.0	2.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus	375.0	87.0	10.0	61.0	217.0	14.0	35.0	554.0	9.0	379.0	967.0	161.0	503.0	263.0	786.0	629.0	747.0	20.0	103.0	377.0	662.0	966.0	6.0	82.0	321.0	174.0	64.0	0.0	1.0	0.0	397.0	1.0	0.0	31.0	133.0	63.0	354.0	702.0	192.0	667.0	366.0	235.0	31.0	20.0	80.0	432.0	2.0	25.0	154.0	19.0	11.0	374.0	734.0	164.0	240.0	797.0	104.0	216.0	374.0	1.0	0.0	56.0	189.0	86.0	125.0	420.0	231.0	9.0	8.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Saccharofermentans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	116.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	3.0	446.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Sporobacter	325.0	35.0	2.0	3.0	3.0	28.0	0.0	5.0	2.0	0.0	0.0	426.0	65.0	11.0	181.0	61.0	92.0	4.0	0.0	37.0	407.0	237.0	0.0	320.0	61.0	36.0	6.0	0.0	1.0	0.0	254.0	0.0	0.0	0.0	115.0	67.0	43.0	23.0	3.0	1.0	0.0	77.0	140.0	5.0	0.0	395.0	0.0	0.0	106.0	0.0	1.0	145.0	28.0	238.0	7.0	9.0	49.0	0.0	37.0	0.0	4.0	18.0	61.0	0.0	0.0	7.0	45.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum	0.0	0.0	0.0	4.0	3.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	26.0	0.0	27.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__unassigned	9.0	5.0	2.0	2.0	9.0	5.0	1.0	3.0	2.0	1.0	3.0	11.0	11.0	11.0	19.0	13.0	18.0	2.0	1.0	38.0	73.0	32.0	2.0	20.0	192.0	17.0	5.0	0.0	1.0	1.0	8.0	0.0	0.0	0.0	10.0	1.0	8.0	19.0	1.0	2.0	2.0	15.0	23.0	3.0	0.0	20.0	0.0	0.0	11.0	3.0	0.0	74.0	132.0	32.0	5.0	15.0	17.0	1.0	2.0	0.0	2.0	2.0	30.0	2.0	1.0	5.0	38.0	9.0	1.0	2.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Syntrophomonadaceae;g__Pelospora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__unassigned;g__unassigned	117.0	37.0	15.0	76.0	78.0	50.0	11.0	12.0	3.0	52.0	248.0	327.0	261.0	379.0	474.0	84.0	130.0	685.0	261.0	162.0	171.0	247.0	75.0	35.0	215.0	293.0	260.0	0.0	2.0	29.0	186.0	112.0	1.0	23.0	252.0	54.0	295.0	222.0	80.0	138.0	1.0	25.0	71.0	7.0	30.0	115.0	28.0	53.0	59.0	120.0	28.0	375.0	93.0	93.0	80.0	113.0	403.0	9.0	95.0	0.0	39.0	20.0	42.0	89.0	364.0	19.0	282.0	173.0	350.0	52.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Thermoanaerobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__unassigned;f__unassigned;g__unassigned	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	7.0	6.0	0.0	0.0	3.0	6.0	6.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	10.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum	0.0	43.0	11.0	8.0	0.0	0.0	0.0	1.0	28.0	0.0	17.0	0.0	0.0	0.0	8.0	186.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	175.0	237.0	21.0	14.0	0.0	0.0	15.0	1.0	1.0	1.0	0.0	0.0	33.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	138.0	0.0	0.0	0.0	6.0	1.0	11.0	0.0	290.0	0.0	1.0	0.0	0.0	18.0	0.0	0.0	0.0	2.0	12.0	4.0	16.0	2.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium	0.0	18.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	2.0	0.0	0.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_XVIII	43.0	13.0	558.0	18.0	7.0	5.0	27.0	24.0	5.0	29.0	4.0	69.0	24.0	33.0	13.0	31.0	2.0	36.0	16.0	16.0	34.0	22.0	3.0	2.0	17.0	246.0	175.0	30.0	18.0	22.0	30.0	62.0	5.0	10.0	2.0	2.0	27.0	56.0	21.0	0.0	11.0	40.0	23.0	73.0	1.0	0.0	19.0	22.0	27.0	5.0	28.0	68.0	67.0	14.0	8.0	18.0	34.0	1.0	4.0	49.0	3.0	18.0	130.0	3.0	8.0	50.0	38.0	18.0	5.0	152.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	71.0	14.0	1.0	4.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	22.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	9.0	0.0	0.0	24.0	0.0	1.0	1.0	14.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	19.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	7.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania	0.0	1.0	0.0	5.0	13.0	0.0	0.0	3.0	4.0	5.0	3.0	8.0	7.0	5.0	3.0	2.0	0.0	13.0	4.0	5.0	13.0	3.0	0.0	1.0	0.0	5.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	2.0	18.0	1.0	5.0	2.0	1.0	2.0	1.0	6.0	0.0	5.0	5.0	0.0	2.0	8.0	0.0	1.0	5.0	3.0	6.0	0.0	5.0	3.0	1.0	0.0	0.0	0.0	3.0	2.0	5.0	0.0	0.0	11.0	4.0	3.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	18.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter	0.0	11.0	12.0	0.0	4.0	0.0	0.0	0.0	1.0	93.0	6.0	0.0	0.0	0.0	0.0	131.0	255.0	3.0	8.0	0.0	2.0	16.0	0.0	43.0	0.0	10.0	0.0	0.0	3.0	0.0	19.0	0.0	0.0	1.0	0.0	0.0	8.0	0.0	0.0	78.0	0.0	7.0	0.0	0.0	28.0	12.0	3.0	0.0	7.0	0.0	0.0	6.0	3.0	13.0	0.0	8.0	0.0	61.0	0.0	0.0	1.0	8.0	9.0	3.0	24.0	1.0	0.0	0.0	0.0	197.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__unassigned	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Incertae_sedis;o__Incertae_sedis;f__Incertae_sedis;g__Incertae_sedis	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	2.0	0.0	3.0	0.0	2.0	4.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Acidaminococcus	0.0	0.0	4.0	0.0	0.0	96.0	0.0	95.0	0.0	0.0	0.0	0.0	19.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	19.0	131.0	7.0	0.0	0.0	0.0	0.0	130.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	9.0	146.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	218.0	0.0	0.0	397.0	0.0	3.0	0.0	0.0	1.0	54.0
